"Reviewer_name","Review_text","Rating"
"BrianDSmith","This place was around the corner from my hotel and I stopped in for a light lunch - gorgeous homemade soup and a chicken sandwich. It's tiny but cosy, very friendly and comfortable. if you're just looking for a quick stop but with high quality...More","50"
"Lucy B","Really enjoyed 2 delicious sandwiches and a gorgeous hot chocolate. Took us a little while to find due to building work but definitely worth hunting down, convenient for both the station and tivoli gardens. Cosy place and such friendly staff. Will be retuning next time and already looking forward to it.","50"
"CatherineV1660","We went for lunch, just after we arrived at the Central Station from the airport. And what a nice first Danish experience! The two gentlemen who served us were very welcoming and helpful. We got to share a sandwich and a tomato soup and the food was divine. They even gave us a map and a paper with sites to visit. They offered us a little cleanser for our hands before eating our sandwiches. I totally recommend this place for a nice bite!","50"
"Shana P","We just happened to come across this amazing little restaurant as it was just a couple of blocks from the hotel we stayed at and what a great find! The owners are awesome, so friendly and even provided us with an “inspiration” sheet of suggestions of things to see & do in Copenhagen. The sandwiches were incredible - so fresh & delicious. Highly recommend the chicken/ mango/cashew sandwich - fantastic!","50"
"VictorvanderPols","Today we went for lunch at Grams. Based on the comments, we thought it would be worth the walk through the rain. And so it was. A cosy little sandwich shop, filled with people for both eating in and take away.  We were welcomed very friendly and found a place to sit.  On the house we got a gingerbeer shot, while we were waiting (4minutes only) for our orders: a ceasar salad and a chicken-mangochutney-cashewsandwich, accompanied by a raspberrysmoothie and a orange juice. All tasted very nice, and especially the sandwich brought back memories to Tuscany. We paid 180 DKK, money well spent on very well tasting food and a very pleasant service. We will be back here.","50"
"376jerryj","Fastastic food, drinks and great service. We received many free extras plus it’s super cosy. Thank you","50"
"MadeleineH513","We split tomato soup, chicken bacon avocado sandwich and Caesar salad. All served with fresh ingredients and delicious bread. Only about 12 seats inside but take away is available. Highly recommend if you want a fair priced, delicious lunch.","50"
"DaveyT4","This was our first lunch in Copenhagen, and we were prepared for a shock when paying for food, but this cosy lunch bar served excellent traditional Danish chicken & asparagus tarts, fantastic sandwiches and cracking coffee. The free ginger beer was a lovely touch and the staff were incredibly attentive. Would recommend!!","50"
"387vilis","Really good spicy chicken soup, chiken/bacon sandwiches and chiken/asparagus tartlets. Friendly service. Kid’s also loved this place.","50"
"750stianb","Went here after looking at reviews and was not disappointed. Wonderful staff and a great little place. Tried the bacon, avocado and chicken sandwich and it was out of this world. Great tomato soup as well. We were early and a queue quickly formed at...More","50"
"Emanuele c","Really good food and awesome waiters taking care of the guests, I suggest everyone who is in Copenaghen to eat here","50"
"Sarah H","We are so glad we visited !! The service was so friendly! The tables inside have phone chargers and hand sanitizer. The food was so good !!","50"
"DonMtravel","Good sandwiches, great service and cosy place. The owners actually like tourists. If you’re in the neighbourhood at lunch time; go.","50"
"zeevikg","Very nice place, the best sandwiches in the city. all their are very fresh and the sauce are grate. a very cozy and quiet place, we will back in our next visit.","50"
"differentname","Quite probably the best sandwich on the continent. Two likeable handsome guys dishing it out with great products, concoctions, charm and wit..... maybe even a shot of ginger beer. Make the trek.","50"
"Daisy B","Been a couple of times and both I felt very happy with my tea/coffee and pastry. Although this place is small it doesn't feel cramped at all. Service was excellent!","40"
"660akis","We picked up few sandwiches and soup after 3 hours of walking. Spicy soup was delicious and the balance between burning hot vs delicious hot was spot on.","50"
"NorfolkBigfish","Couldn’t avoid ripping off the old Carlsberg adverts but the pork sandwich was very very good as was the coffee. Excellent service and lovely staff in this tiny establishment. Go, have a sandwich, a coffee or a smoothie and watch the world go by.","50"
"giorgioc729","Here I've eaten one of the best sandwiches in my life. They offer high quality ingredients in a crunchy, fantastic bread. Soups are also gorgerous. The workers are very friendly, can speak english without problems. Prices are very good compared to what you usually find...More","50"
"G7867QRlaurab","The food is indeed well-cooked and reasonably priced. I only gave it three stars because of the size and location. There are only a few tiny tables in total, and the ones outside get soaked if it rains. There is a huge construction site in...More","30"
"fy66","Highly recommend a visit for top quality sandwiches. Limited range but top quality. Also great soups. Organic and vegetarian if you like too. Prices very reasonable. The proprietors are friendly and helpful, making lunch here a very pleasant experience. Will return if I have an...More","50"
"Magnus N","Dont be discouraged by the construction work on the square. Super friendly staff, great drinks and tasty food. Come early for space outside!","50"
"luv2camp6","Delightful and delicious! As a tourist it is so nice to find a restaurant that has fresh original fare AND owners who are friendly and engaging. The chicken/bacon/avocado sandwich, freshly made tomato soup and green salad were wonderful! We were also offered a map of...More","50"
"gianlucad354","Rather than talking about the food proposals (a few attentive recipes, among which You’ll certainly find Yours) I’ll simply note this is the intimate place where to be with the person You love the more and share those rare moments during which enjoy life... As...More","50"
"UrbanChevalier","Wow! Unexpected soup and sandwiches that knocked our socks off. One of our group ordered a second sandwich, not because they wanted more to eat but because it was so perfect. Highly recommended.","50"
"happytobealivetoday","Lovely owners, and the sandwich was delivered very quickly. I was surprised about how small the location was. Enjoyable sandwich, at a very fair price. I even received a free smoothie shot. Definitely recommended, although something intangible was missing in order to receive 5 stars...More","40"
"mykela2018","Tried both the chicken and salmon sandwiches and both were delicious and great value. Would definitely recommend to anyone in the area.","50"
"HelenT553","My husband and I wanted to check this place out for a sandwich after reading positive reviews online but sadly got there just after closing time of 3.00pm. The owner must have seen us peering through the window and as we were walking away he...More","50"
"Bradley J","Loved this place, great food and not expensive which is rare in Copenhagen. The owners were friendly and outgoing, recommended.","50"
"Safari608569","Stopped by for lunch close to closing time. We had two wonderful fresh sandwiches that taste better than homemade! Good coffee, prices and wonderful friendly service. You are treated like old friends rather than strangers. Make sure you visit, the mango chutney was delicious","50"
"Shea G","My friend and I recently spent several days in Copenhagen during a trip through northern Europe. The sandwiches at Grams Laekkerier were as delicious as anything we had during the entire trip. They were so good, in fact, that we at there three times during...More","50"
"YuriyCh","Nice, cost, not expensive, very comfortable and tasty! I was impressed by details like charger inside of each table and cool drink with cactus","50"
"simon s","Really small but super cosy coffeshop. The staff was amazing and superfriendly! Nice prices on everything.","50"
"joumz","This place is simply awesome ! The owner is incredibly nice and took the time to explain the concept of the place and chat with us. The sandwiches are delicious (really, delicious !) and only cost around 10$ (which is not expensive compared to the...More","50"
"Eds21","This tiny little cafe bar is on the outer part of the city near the train station. The food option is limited but equally delicious. Daily hot soup available and home made cinnamon buns on the day we dropped by. Delicious coffee, but especially noticeable...More","50"
"MantasKazlavickas","Best place to visit in Copenhagen n get an amazing sandwich! u cant skip this place! Love it! 10/10!!!","50"
"AshIreland1991","We had a fantastic lunch. The service was second to none and the food was the best we ate in Copenhagen. I would highly recommend the tomato soup, chilli chicken sandwich and the Nutella muffin. Only for we were flying home, we would have eaten...More","50"
"Whidds","Hugely impressed by the service and food in this cute little cafe. There’s only about 4 small tables which have great leg heaters for when it’s cold. We shared a soup and sandwich which were 60kr each. If I lived here this would be my...More","50"
"fjeze","People are extremely friendly! The sandwiches, coffee and pastries are just great. Really good place to visit when in Copenhagen. Included was a great list of activities in Copenhagen with nice tips.","50"
"Carlos V","Super super friendly place. Chose it due to the good reviews, came in and they welcome you right away, give you a pamphlet with places to go. Little cozy atmosphere, charge your phone - well needed after a long flight! Amazing staff thanks!!!","50"
"ElenaMElenaM","This place is amazing; it’s so small and very cute. The guys who own it are very friendly and speak very good English. We’ve tried two different sandwiches – brown Italian bread with serrano ham and mozzarella and activated charcoal (black) bread with chicken, mango...More","50"
"WSix","Stopped her for lunch after getting out of the station and it was perfectly delicious. Had the chicken, avocado, and bacon sandwich which was awesome. My sister, girlfriend, and her brother all loved their meals. They were very accommodating, friendly, and helpful. The three small tables all have wireless chargers too which was a nice touch, and they were happy to provide answers to any questions we had. Stop here for a quick meal after getting out of the station! Its a must.","50"
"Seanosh","Lovely intimate café. Lovely coffee. Delicious cinnamon kanelsnegle (Danish pastry). Very polite owner. Would love to try their roast pork sandwich on Friday but wasn't around myself to try it on the day. We will definitely go back there again.","50"
"E834XJbens","Amazing food and great service in a cute little shop. Not a ton of seating but they make it work. Cannot recommend this place enough.","50"
"kevintravelsalot","Excellent fresh made sandwiches! Owners gave fresh made biscuits with the coffee. The decor is very nice too. Definitely recommend due to how friendly they are and how amazing the sandwiches are!","50"
"Celenarovena","We loved the soup and sandwich we had here, shame it was closed at weekend as we would've gone again. Very small but cosy and they do takeaway as well. Definitely worth visiting, not that expensive either.","50"
"jungpil","I'm not a fan of sandwiches, but this restaurant was highly ranked and located near from us. Sandwiches were quite good, I think. However, the staff was very friendly and the atmosphere was lovely.","40"
"616_lexf","This was a very pleasant surprise of my visit to Copenhaguen, a tiny cozy place where great sandwiches were served and the service was really good. They even had a computer for customers and panels for charging your phone or computer. Service was excellent, always with a smile and quite helpful. I will certainly visit again.","50"
"JessieA209","A sweet lunch spot that is small but packs a punch with flavours and service that go above and beyond. The food is great value. We recommend sharing one serve of the soup for two people and then 1/2 sandwich each (or wholes if you're...More","50"
"susanaruizd","Delicious soup! Cheap and nice place to eat in the expensive Copengague! You must come!!!! Excellent food","50"
"4rom4","A dream place, incredibly affordable for the quality of the food, the warmth of the place and the kindness of the owners. I wish we had this in France, i'd eat here everyday !","50"
"polivier","Small place. Max 10 seats. But takeaway.Really good sandwiches and home made drinks(like the citrus ginger).","40"
"W3017SVlisal","Cosy little place to have a bite. The owner is super friendly. Food is great too. Love the soup! Nice coffee too.. wait the sandwiches are tasteful. I just love everything here.","50"
"Jane S","Such a fabulous find - they close at 3pm and we got there about 2.20pm - so easy going, nothing too much trouble. They so obviously enjoy people. We shared chicken, bacon & avocado with smoked salmon and cream cheese sandwiches/rolls. Free WiFi, good conversation,...More","50"
"Nicolai Y","They make amazing smoothies and sandwiches here and the calorie count is alway on for people who want to maintain a healthy life style. The staff is absolutely amazing","50"
"eventidephoenix","The sandwiches were very tasty, bread was fresh with well made dough, forming a nice crispy exterior... Soup was just well done with the right spices. Two can share one sandwich and one soup, it is plenty. Ambience was cosy with phone chargers to top...More","50"
"S1355RLmartins","Me and some colleagues looked for some lunch close to the hotel and found this small cafe . The personal is outstandingly friendly and the sandwiches are very delicious as well as the coffee . We were served very quickly and we good some additional...More","50"
"Explorer575362","Today's special was a pork sandwich with bacon and I think it may have been the best sandwich of my life. Paired with a drip coffee I'm ready to start my afternoon as a new person. Definitely stop by to have a bite of you're...More","50"
"Sara A","We really appriciated smoked salmon sandwich. It's really tasty, not a common sandwich. The owner treated us to analcholic ginger beer. He was so kind!!","50"
"felipeg77","- Service: 10. Super nice people, willing to help and not pushy. The details like the computer, the heaters, hand cleaner, chargers in the table and so on is just great. - Food: 9. Simple but good quality. - Price: 10. Real cheap in relation...More","50"
"SebastianD2886","The food was really good and I had the best service here that I have had in Copenhagen. Its a place to visit!","50"
"Jon H","Stumbled across this little place, sandwiches were excellent. The coffee also, well worth a detour for!","50"
"kel999","Its excellent and its little ! Lovely himalayan coffee and really good salmon sandwich. Got given some free berry juice as well which was good. Very friendly service. Easy to see why its rated so highly, well deserved.","50"
"Martin O","These guys keep it very simple and do it well. My wife and I live close by and have popped in a few times. It only does lunch and the sandwiches are simple but tasty. The chili chicken is a favorite! They also have very...More","40"
"Richwanders4food","Despite this place being TINY, when I had lunch here, I was blown away and I still crave the chicken, roasted cashew, mango chutney and salad sandwich on rye bread I had here. It was stuffed to the brim and the flavours were incredible. The...More","50"
"gilasss","You cannot go wrong coming here for a sandwich! I stumbled into this little sandwich shop around Copenhagen H on a raining day. I had a chicken, bacon and avocado sandwich with a local beer. The sandwich was freshly made to order, absolutely delicious and...More","50"
"Олег Р","Try Italian mozzarella sandwich! We took several for takeaway. Unfortunately, the place closes quite early","50"
"Niels L","The restaurant is very small, but nicely decorated. The staff (owners) is friendly and serviceminded with great hospitality and they serve delicious food. This is something you could wish for in other restaurants. A must do restaurant next time I'm around.","50"
"Backbeat70","My wife and I were lucky enough to get a small table and we each had a very nice tomato based soup, bread and soft drinks. Will go back when in the area. The good reputation is well deserved.","40"
"JodiCane","Popped around the corner from our hotel for lunch. Everyone loved their sandwiches (chicken/avocado/bacon and chicken/mango chutney/roasted cashews). The kids loved the hot chocolate. The service was very friendly. All in all, a perfect lunch!","50"
"698rebeccaj","Went for lunch since this is only open at lunchtime. Great food and great prices. Got a sandwich and a soup and both were excellent. Great bread as well. Can only recommend this place.","40"
"43trit","The place is wonderful. The food is excellent; the place is extremely well-located; the staff is friendly, hilarious, and amazing. We ordered two smoked salmon sandwiches and enjoyed every bite.","50"
"HURCOMB","Absolutely stunning sandwich! You really cannot go wrong coming here The gentleman that serves you goes above and beyond with hand cleaner and ginger shot; compliment on the house The chicken, bacon and avocado was bountiful and very filling. We would highly recommend that you...More","50"
"michaelhD1846XP","The Service was excellent and the food was fresh and tasty. An excellent place for lunch in Denmark very close to the main station :)","50"
"aledin16","Small and cozy cafè close to central station, good salmon sandwich, very nice and polite staff. Try it if you need to grab a quick lunch!","40"
"Halamufeez","Their sandwiches are those that you would continuously crave for Fresh , unique and sooooo yummy Chicken mango and cashew sandwich , chicken avocado , chicken and cheese were very delicious Enjoyed their himalayan roasted coffee and chailatte","50"
"mygalwaygirl","My brother and I found Gram from TripAdvisor and we visited here twice during our 5-day-stay in Copenhagen. We ordered smoked sandwich and chili chicken one and both of them are fresh and delicious. The price is reasonable, too. Besides, staffs are friendly and ready...More","50"
"Leah H","The sandwiches are only beaten by the service. We had the chicken, bacon and avocado sandwich and a complimentary ginger shot - both amazing. Could not recommend this place more! Make sure you get in earlier rather than later in case you don't get your...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
"Ivan N","I went here as my last stop before going back to Croatia to take proper lunch and I was amazed. The waiter recommended chicken curry soup and chicken avocado sandwich, and I also took aronia berries smoothie and classic ""danish"" pastry with cinnamon. Everything was...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
"Ivan N","I went here as my last stop before going back to Croatia to take proper lunch and I was amazed. The waiter recommended chicken curry soup and chicken avocado sandwich, and I also took aronia berries smoothie and classic ""danish"" pastry with cinnamon. Everything was...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
"Ivan N","I went here as my last stop before going back to Croatia to take proper lunch and I was amazed. The waiter recommended chicken curry soup and chicken avocado sandwich, and I also took aronia berries smoothie and classic ""danish"" pastry with cinnamon. Everything was...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
"Ivan N","I went here as my last stop before going back to Croatia to take proper lunch and I was amazed. The waiter recommended chicken curry soup and chicken avocado sandwich, and I also took aronia berries smoothie and classic ""danish"" pastry with cinnamon. Everything was...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
"Ivan N","I went here as my last stop before going back to Croatia to take proper lunch and I was amazed. The waiter recommended chicken curry soup and chicken avocado sandwich, and I also took aronia berries smoothie and classic ""danish"" pastry with cinnamon. Everything was...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
"Ivan N","I went here as my last stop before going back to Croatia to take proper lunch and I was amazed. The waiter recommended chicken curry soup and chicken avocado sandwich, and I also took aronia berries smoothie and classic ""danish"" pastry with cinnamon. Everything was...More","50"
"usendrow","A tiny cafe, absolute good food, nice people. Fast food but top quality. During noon people are queuing up.","50"
"petrosyanvan","Basically here I have tasted best sandwiches in my life. Very fresh, clean and tasty. Prices are not high","50"
"Niels L","The sanwiches are fresh and luscious, we had the salmon again and the veggie, all about freshness, service and feel good atmosphere, recommended.","50"
"Christopher B","Friendly and helpful staff, amazing sandwiches, phone chargers at the tables! Fantastic all round. Hand sanitizer at the table a nice touch.","50"
"gerald d","After reading reviews on Tripadvisor, decided to visit during my annual trip to Copenhagen ; was immediately made welcome by the the two friendly guys who run the place. Choose from a good selection of fresh juices, smoothies, soups and sandwiches. Everything is freshly made...More","50"
"NikiNL","Very nice, cozy, litlle place with great sandwiches, good coffee and very friendly staff. Great place for a proper lunch or a late breakfast (opens 11:00). Highly recommended!","50"
"Simen H","Best sandwich i have ever had. Amazing freshly pressed juice and we got complimentary gingershots. Would recomend 10/10","50"
"972manpreetm","I went here for this afternoon with my cousin before going to the train station and was pleasantly surprised! For such a small place the owners Morten & Claus have certainly done alot. Very smart, chic and convenient place to go if you want to...More","40"
"RedDuck92","Stopped in here for lunch on our way to Trivoli. The food was amazing and fresh with great flavours. The service was amazing and friendly. While we waited they gave us lemonade and caramels which our children loved. Prices were very good.","50"
