"Reviewer_name","Review_text","Rating"
"angeltolanee","I 100% recommend everyone to eat here. Amazing host and good food coupled with a wonderful atmosphere","50"
"689balazsf","Spent a great evening at Banana Joe had delicious burgers and awesome conversations. If you have read other reviews you know that this place is a must to visit while out and about in Copenhagen. The burger was just perfect but we did not only...More","50"
"Alexey S","1) The Owner: I probably won't add much to already brilliant reviews about this guy. But trust me, he is one of the main attractions in Copenhagen. He works in a local Hospital in the mornings and then makes burgers in the evenings. 2) The Burgers: I have tried all burger except a Vegitarian one (Beef, Chicken and Salmon) and can say that all of them are very tasty and the main secret is in their meat (fish) steaks, - they are very well cooked. 3) The Prices: they are probably even lower than in Mc'Donalds. On top of it Joe gave me an extra steak all the time and gave discounts on the final price.  All in all I can say that Joe's intention is not to rip you off because you need to eat in an unfamiliar city (what all the restaurants do), but to supply you with the best burger at a super affordable price and have a nice talk with you.","50"
"801_ricn","The burgers were delicious and, on top of all, the owner was very friendly and gave us some great advice about the city ! 10 out 10 would go again !","50"
"Yusuf_Miah","Me and my wife visited this restaurant when we came to Copenhagen for our first meal here. I had read the reviews (which were very positive) on this website and wanted to check it out and so made the 2km journey from our AirBnB to the restaurant. I was not disappointed. The food was delicious (We ordered veggie burgers) and the portions were very large. The price was also very cheap, much cheaper than most other restaurants in Copenhagen. The owner was very friendly and made sure our experience dining there was the best it could be. I would highly recommend this restaurant to anyone visiting Copenhagen.","50"
"seeingthesights844","Delicious, juicy burgers. This was the second time I've eaten at Banana Joe - the opportunity to eat one of these delicious burgers again was definitely a factor in my decision to visit Copenhagen a second time. It's easy to get here on the bus - a short walk from the bus stop. Joe makes amazing burgers - I'm already dreaming about them again!","50"
"sightstosee1011","This is the second time I've visited and it was just as delicious as last time. Delicious burgers at a very affordable price. Not to mention the excellent company of the owner. This trip has cemented itself as a must visit place to eat in Copenhagen.","50"
"arratealdekoa","The hamburger is amazing! And he is really nice! I recommend it 100% Thank you so much 💙 P.s. we arrived on time to the airport","50"
"georgese674","Everything you need in a simple burger! Good quality fresh ingredients, a friendly host and the best quality/price ratio in Copenhagen.","50"
"xoxmalibu89xox","What can i say, really cheap priced, was delicious, so well made, joe is an outstanding chef, and he is a lovely man also  Delighted i came here, so worth it if you’re in Copenhagen call in you wont regret it one the best burgers iv ever eating thank you joe","50"
"Burakski","We went to banana joe's because we saw the reviews and it faaar exceeded those great comments! It was literally the best eating experience I have had! Food was super delicious and Joe is THE MAN. After eating the special burger which was with 150gr...More","50"
"Kandig","Just around the corner from our hotel in Norrebro - read the reviews and tracked it down. Very good value. Fantastic burgers and friendly service - just what you need after a day of sightseeing.","50"
"sightstosee1011","This is a real hidden gem of Copenhagen. A bit hard to find if you don't know what you're looking for because it isn't exactly what you would expect after the hype. But this restaurant is the very example of why you don't judge a book by its cover.  It's a small restaurant that serves mouth-watering, delicious burgers - all made by one man. They were so good that I just needed to buy one more for the road home. It is honestly mind boggling how delicious the burgers are for how cheap it is, I felt like I was eating something triple the price. And the sauce used was something to die for. The owner himself is a very kind man goes out of his way to make his customers comfortable and happy. Will definitely come back again when I visit Copenhagen again. Thanks Joe","50"
"Purplekitty1980","My Boyfriend read the reviews and it sounded great, it is easy to walk past as it wasn’t what we expected. The owner is such a nice guy. There is a limited menu but what is on it he does very well. We opted for two special burgers and we sat outside on the tables on the pavement. Absolutely delicious, the sauce is by far the best Ive ever tasted. If we visit Copenhagen again we will definitely go back","50"
"kath l","Went based on trip advisor reviews...sooooo glad we did! Okay so this place is not a looker and you would be forgiven for walking straight past. ..but don't! Chicken burger & salmon burger shared between friends...we went fairly late so ended up with a salmon burger EACH as well as a half chicken burger and chips. Superb! Crisp fresh lettuce, tomatoes, onion, seeded burger bun, fresh chips....chicken delish & salmon delisher! !! We sat at the pavement table outside, served on a crockery plate. ..very nice surprise...with cutlery & all at an incredible price. Owner is a smashing chap, nothing too much trouble. GO...you won't be disappointed...","50"
"alwaysFryday","You'd pass right by this spot if you didn't know to look for it--but once you've been, you won't forget it! It's a one-man show, but that doesn't keep ""Joe"" from making time for quality conversation along with delicious burgers and fries (also chicken, fish, and vegetarian options). Open 5-10 nightly (as of 9/6/18). We'll be back, and we'll send friends. Thank you, Chiheb! Best wishes for you and your family! ❤️","50"
"youssefa894","I live nearby and was searching for a burger place to eat in, i found this place and i was not so sure about it, but OMG!! Its great, you definitely should try it. The taste is so good! The price is beatable and the owner is an Arab who is veeeeery generous off course! I do really recommend. Don’t miss it!!","50"
"x_maddiie_x","My partner and I were in Copenhagen recently, and were in search of decent food that didn’t cost our entire life savings (like most other food options in the area). We stumbled upon Banana Joe’s which had great reviews and at price that suited us perfectly! The joint was a a few km’s from our accom, but only took ~10mins on pushbike. Upon arriving, I wasn’t sure the place was open as it did seem v empty and bare, but we were soon greeted by a very friendly Joe. The menu was small but to me, that means he did these things well, no room for error! We ordered a Joe’s special burger and a salmon burger and chips to share. Additionally, Joe spoke perfect English (refreshing to a couple of young Aussies who have never been to Denmark). Joe went to the effort of halving everything and plating up for us so we didn’t have to make a mess sharing off any plates. Halfway through, Joe brought us out a glass of fresh banana and strawberry smoothie, at no charge, simply because he had made some for himself and wanted to share. The burgers were divine, made from fresh ingredients and the chips were perfect with plenty of chunky sea salt! The total bill came to 125SEK for two people and we left with full tummies! Honestly, I could not fault Banana Joe’s burger joint. The service and the food were second to none. I would definitely return next time I find myself in Copenhagen and would recommend to anyone visiting the area! You will not be disappointed!","50"
"Storyteller524520","Top class veggie burger and great meat too (according to my partner). The customer service is lovely and the price is unbeatable. A must visit if you’re into burgers with no fuss and great taste.","50"
"Eric9026","I ordered luksus burger and it tasted like pieces of heaven. Awesome quality for the price. It's a must go in Copenhagen.","50"
"peterdU1886XE","Called in after the good reviews and I was very impressed. A fantastic burger and chips for 60DKK. Joe was talkative and we had a brief chat about travelling! Highly recommended for a family, couple or solo traveller like myself.","50"
"carolagripino","We ordered 2 burgers and fries (Luksus Burger and Vegetarburger). Awesome taste and the vegetarian was a monster. Delicious!","50"
"Xtomeh713","Feel like a delicious burger with amazing flavor and even better friendly service? Well Banana Joe's is the place to go. The menu is simple and cheap (unlike the food) The food is made fresh to order and with every savory bite bursting with flavor, your mind will beg for more. A definite place to visit. If you eat one meal...at the Banana Joe's.","50"
"Britt D","We had a blast at Banana Joes! 2 of us ordered the banana joe burger and 2 ordered the salmon burger. It was great! The burgers are made with fresh ingrediants and practically melt in your mouth. But even better than the food was Banana Joe’s company, easily the coolest guy we met all vacation with the coolest stories. His burgers are the cheapest in town but his customer service and product quality are the best in town. You can tell he makes every burger with care and really cares for his customers. I would recommend his place to anyone even remotely near. Thank you Banana Joe for a great experience we won’t forget!   -The Dunnells","50"
"Dot1968","Go to Joe,you won't be sorry.Where else do you get a friendly chat, pat on the back and a handshake after your burger?","50"
"Natswel","The owner is so nice, he also speaks several languages alongside Danish, English, French... The burgers are cheap and really good. A must !","50"
"nishikis2017","Don’t let the look fool you. This guy know how to make burgers, and makes an effort to give you the best service. He loves to chat with his customers, and his prices are the same for 8 years! Great sweet barbecue sauce on the special burger.","50"
"mariala20","Banana joe is a great place indeed. Great handmade burger! A small place with3 tables not the fancy burger place but great food! Give it a try for sure!","50"
"IzGB","One of the best burgers I've ever eaten and definitely the best burger sauce I've ever had. Brilliant, warm customer service. His upbeat and positive outlook on life fills the shop and makes the burger taste even better. Would definitely return and 100% recommend.","50"
"Extraordinary810985","I search for the restaurants in Copenhagen and I want to eat something because I am hungry. I find out this place and I choose it because of close distance.  I visit and order a salmon burger and fries chips I love it. Specially sauce is great. Also owner, joe has warm hearted guy who knows how to serve guests.","50"
"pete_kovaluu","I have been to the restaurant a few times now, the food has always been on point. I recommend the special burger, its really good. The sauce is amazing! the flavors are really good and portions are big. Its good value for money. The owner...More","50"
"87ramzic","THE BEST humburger I have eaten in a long time. You get more than what you pay for. The service is really nice and clean. I highly recommend it .I still have the awesome taste of the banana Joe special in my mouth. Going at...More","50"
"costanzas669","The man who works here is very friendly and kind, the local is small but I went here with a friend on Saturday night and it wasn’t crowded. The burgers and fries are very good and the price is excellent if you consider that it’s Copenhagen!","50"
"iriname0405","We walked circa 40 minutes to this Burger Restaurant because of good reviews. We have been there at 5pm but it was closed. We asked a local woman who told us that he opens whenever he wants!!!","10"
"257ellenj","Banana Joe is a very small, low key place where you would probably not go in if you are looking for a fancy or a even an average restaurant. Trying not to judge it by the appearance (as we had heard great things about it) we gave it a shot and weren’t disappointed! The burgers are super tasty, probably the best I have had in Copenhagen! I could taste how fresh the products were and how thoughtfully everything was prepared. I had a chicken burger and my boyfriend the classic Banana Joes burger with an egg. My chicken was fried perfectly,it was juicy and soft. The sauce was very delicious and the fries were crispy. We had a small chat with the owner, who is the heart of the place. He is super friendly and nice. He said he only cares that his customers are happy and have a nice meal. And this is not it: we payed 160 dkk for 2 burgers, fries and 2 drinks. You wouldn’t even get just a burger this delicious for 160 in Copenhagen. With all this said - Banana Joe is the right place to go if you care about fresh products,amazing taste and great hospitality!","50"
"andr_1342133","Walked a long way to get there and really looked forward to eat a good burger. When we arrived we learned that the owner decided to close up 20 minutes early without notice. 1 Star from me for bad service, can't comment on the food as I wont go back","10"
"Satya P","Our number one burger in Copenhagen, every week, sometimes two times a week with my wife. Huge, tasty, and filling burger with a signature sauce. And the best part is the owner, a great person, a loving person, full of stories, you can talk about anything with him. If you're craving a burger and want to have a conversation, Banana Joe is the place.","50"
"Agenturo","Excellent burgers and a lovely chef. I had the special, it was finger licking good. A bit of a handful to eat, but it's fun to get messy with such delicious food","50"
"Tribhuvanesh O","We stopped by for dinner at this low key joint. Joe was very friendly and served us really nice, filling juicy burgers. We especially loved the sauce used. The veggie patty seemed to be prepared with a huge variety of ingredients.","50"
"dashr2017","Just awesome person, awesome food, the kindness of the owner will fill your heart with joy and the burgers will fill your belly with happiness","50"
"lewiskuipers","Dropped by after passing by the day before. It was pretty full the first time but the second time was no problem. Very glad we went. The food was great. The burgers were really tasty, and it was a good taste of home away from...More","40"
"Bella2046","My boyfriend and I really enjoyed our burgers (hamburger for him, the special salmon burger for me) and also chatting to Joe himself. Joe was very affable and kind and was a wonderful host. Great experience that lived up to the reviews online, excellent value...More","50"
"dominicl721","Visited Banana Joe’s with my gf on the 3rd night of our trip, had always been on our ‘to do list’ but was too busy each time we passed it.   We walked in an ordered 1 burger and a large chips and a can of juice with the aim of sharing it due to shortage of funds! (id also brought with me a lager which Joe let me drink at the table) However what was brought to the table was not what we’d ordered, Joe had recognised that we were maybe a bit strapped for cash at the end of our hols and had prepared 2 full burger meals for us. This is the kind of gesture that makes banana joes what it is, after our meal we spoke with joe about how and why he runs his business the way he does and why he’d never change, friendly chat included anecdotes about customers he’d had in the past from scotland also which further added to the friendly atmosphere.  *****","50"
"706stefano","Joe is a very kind guy who is able to make delicious burgers. We've tried the special burger which has an egg on the beef. It tasted very good, the fries are good, too, served together with some ketchup and mayo. All together with a 0,5 l soda it costs less than 90 Kn. It's definitely worth trying it. Credit cards are supported as well.","50"
"Expedition209793","Went on what appeared to be a busy night. Buns were a little hard and fries a little over-fried. Would probably choose somewhere else in this neighborhood with a wide variety of restaurants.","30"
"AllyMelpo","What a great experience - the shop is small and unassuming and only open in the evening - so we were not sure about whether it would be open to try out. Definitely the friendliest and most welcoming owner/ cook - and a great quality meal. We had veggie and chicken burgers and both were tasty, fresh and plenty. There was lots to ensure we would come back again. This is not a place for people looking to sit down and dine, but is definitely for those who appreciate good, simple burgers with a welcome and a smile to go along with it. Thanks!!","50"
"Snorre R","Not fancy at all, just the simple, tasty quality that comes from a quality party, with out the pretentious aspirations that so many other Copenhagen burger places have.","50"
"LeeG905","Well priced fresh tasty burgers, really friendly and attentive owner. Set on a nice quiet street, seating outside. Highly recommended","50"
"antoniopedro64","We came thanks to the great reviews on Tripadvisor and Yelp and we have to say we're still puzzled as to how people rate this a 5 star burger or the best burger in Copenhagen. The patty was very standard and over peppered, the buns were burnt and the famous sauce was sweet tasting and runny (sort of a watered down curry ketchup with yoghurt sauce). The owner was indeed friendly, gave us a free strawberry popsicle and checked to make sure everything was ok. The fries were excellent, perfectly crisp and salted, we'd come back for those alone but not the burger.","20"
"martinjdixon","Delicious burgers! I have the cheesseburger, my girlfriend had the chicken. They were both amazing. Joe is a very welcoming guy and sat and had a chat with us and one of his regulars. A dmall place with an intimate atmoshphere which is quite rare in a city with more high end (stuffy) restaurants. The meat was tender and perfectly cooked, the toppings were fresh, and the special sauce is incredible! Fries also very good. Probably the best fast food restaurant I've ever visited. Small menu done extremely well.","50"
"Inimac","Seriously yummy burger and good size, we decided to share and Joe split the budget to make it easier for us, we had the special and it was delish, hoping to come back and try the others!","50"
"Mitch S","I had Joe's special burger, it was amazing! The chips were perfect also. Joe's service was great also, very friendly and helpful!","50"
"AmirP613","Banana Joe, a man of many traits with an amazing life story and humongous heart makes the best  burgers around full of toppings of the freshest and best quality produce - in a small & cozy place (don't expect much but the energy is great). One and only Joe Banana !! Will come back for more ....","50"
"784calvins","Great find with friends! I ordered a veggie burger that was delicious! Great service and I highly recommend trying Banana Joe!","50"
"Susan R","Me and my wife stopped in for a burger because we had heard they were great at Banana Joe""s. Menu was in Danish but Joe came out from behind the counter and explained it to us in English. There's a few chairs outside so we went out there and waited for our burgers. When they came they were quite large and super tasty. Joe has this secret sauce that he puts on them and it is really good. When we were about done Joe came out with a dessert we didn't order and talked to us for some time during which we told him we had been married for 47 years. When I went to pay Joe gave us a huge discount saying that no one stays married in Denmark for that long. Since the food was so good I tried to turn down the discount but he wouldn't let us. What a great guy!!","50"
"Mylinda M","I got the Banana Joe special and it was great; it's one of the best burgers I've ever had and I don't usually like burgers. Customer service (Banana Joe being the only person working) is the best.","50"
"Jakko16","Don't be fooled by the exterior of the restaurant! Get inside and meet Joe and try his burgers, chat with him and have a great time! Joe was one of the friendliest people we have ever met, and he served us one of the best burgers we ever tried. He only has his restaurant open at night, so make sure to have one night reserved for this experience!","50"
"Senia K","Joe is the owner, cook, and waiter. This is one of this lovely small local made restaurants out there - and the burger is really amazing. Must taste, dont miss it !! Senia, Tel Aviv :)","50"
"margben17","The restaurant is in a nice little street. You can sit outside in the summer. The burgers are really nice with a little oriental taste to them (count around 50dkk for a burger) We definitely recommend the place and will go there again!","40"
"AskB8","I visited this restaurant couple times with my friends. Burgers were extremly tasty and fresh too. Service was really fast and owner was friendly. The prices were resonable and fair.","50"
"rende410","My partner and I were in Copenhagen for the summer holidays and popped by Banana Joe. We ordered a fish burger and a Banana Joe Special. To our surprise, the fish burger was a salmon steak that was cooked beautifully. The special burger was also...More","50"
"michaelsW2900BJ","Visited this small burger place with a friend and we vere both very happy with that choice. The Special Burger was delicious and we recieved great and personal service from the owner.","50"
"sikaboto17","This is my go to restaurant in Copenhagen - the price is reasonable and fair. I highly recommend getting the special burger! The service is fantastic as the owner is an extremely nice guy, he's very open to talk about anything!","50"
"M758TXhelens","Like a lot of people we found this little gem through TripAdvisor and we were not disappointed. Good quality, freshly prepared and tasty food served in a cosy establishment. Would definitely recommend going out of your way for this top quality fast food.","50"
"minnamursu","Food is really nothing special. Føtex bread, very very sugary sauce. Hard to get exited about. No receipt was offered.","30"
"michaelbenike","There are saints. And then there is Chiheb a.k.a Banana Joe. Like everyone else who uses TripAdvisor to find the best places to dine while traveling abroad, my wife and I were lured into this burger joint during our honeymoon by the cacophony of five...More","50"
"Daan V","Its a tiny place but the burgers are very good. Dont expect a restaurant, it is more a snackbar. If you want to go budget but also good food; go here. The burgers are fresh made!","50"
"Julia_Wack","We were trying for a while to have a burger at Banana Joe's while staying in Copenhagen because we had read excellent reviews. However it was Easter Holidays and as Banana Joe's is Joe's business endeavour on the side (he still works full time in...More","50"
"Matt_L12344","Run by the nicest guy, love it here. Best burger around too. The Banana Joe special burger was fantastic.","50"
"Melina S","Do not the the exterior of this burger place fool you, this is no ordinary burger and definitely no ordinary man! After reading the reviews about this place on my recent trip i was keen to try it and in particular the salmon burger. When...More","50"
"Teigan C","If you visit Copenhagen then you HAVE to visit here. I don't even know where to start. The food is amazing but the service I have not experienced before. He makes his food with love and every customer is treated with absolute care and his...More","50"
"woodelld","Lovely little burger place with delicious, fresh food. In addition, the price is amazing for Copenhagen standards. Joe provided great service and was really friendly with us. All in all, a great place to grab a brilliant burger.","50"
"TheFlambard","I've been to burger joints in America, Africa, Asia, Europe, Middle East... nothing comes close!  From five guys to in and out it's not even the same this place is incredible! He gives a better service then a Michelin restaurant, comes and speaks to you and is just amazing!   If youre in Copenhagen you have to come here!!","50"
"963louise_","Did not live up to the reviews - you can get a burger like this at every fast food place in Copenhagen","30"
"Maxime B","We had the best welcome when eating at Banana Joe. Really friendly and nice chef, meat is great quality, fresh bread and vegetables and a special sauce you won't find anywhere else :) Very cheap for a meal this good! A must go for a fast food in Copenhagen for us. And the owner speak danish, french, german...","50"
"Judy F","I was skeptical when we arrived at the small restaurant. the first bite affirmed all the previous 5 star reviews. Burgers were tasty and well seasoned. The 'secret sauce' added a layer of flavor that was subtle yet amazing. All the vegetables were fresh (seriously some of the best iceberg lettuce for however weird that sounds)... So simple yet so delicious. Incredibly juicy but not greasy. Fries were also perfect. All from a 1 man operation. Plus, he is super nice... gave the kids an ice pop as we left.  I want to add that my kids devoured these...even the veggies! It was simply that well made they didn't stop to take it apart!!! Definitely the best burger we've had in 3 years traveling across Europe. Thanks Joe!!  ","50"
"HeapsAiden","If we are lucky there are a few experiences that really change you perspective on the world, those profound epiphanies that happen around one event. I am happy to say that one of these moments happened for me at this quaint burger shop on my holiday in Copenhagen.  Banana Joe's has all but 5 burgers on his menu, 4 of which a different variations on his beef burger and one a salmon burger. I couldn't decide which I preferred, the beef with the lot or the salmon, so I flipped a coin. I got the salmon.   A very talkative and instantly loveable gentlemen that went by the name Joe instantly started preparing my burger. He showed me the size of the salmon steak he was using, the proportion is the biggest I'd seen.   When the food came out he also added in a beef patty with cheese on top just so I could try it! The chips that I bought (to share with my girlfriend) where huge, a portion each. The food was delicious, huge and his sauce was amazing!   Cheapest, biggest, most delicious burger you'll get in Copenhagen no competition.  Then he proceeded to take a seat right next to my girlfriend and I and had a chat. I would usually not enjoy such a chat as I would be more interested eating my meal- not this time! While I was grazing upon his delicious creation we talked about his life, our lives, philosophy, the human condition, the warmth in everybody's hearts, work life, work ethic, family life, his amazing kids and how proud he was of them.   This man changed my life that night, it is what I imagine meeting a guru to be like.  If you are reading this Chiheb thank you","50"
"Teresa d","We got to this small venue thanks to Trip advisor and couldn´t be more grateful, the owner does it all and is really kind and knowledgeable, we went there from mexico and we´re a family of five and managed to create a great experience for us while we where there. The food is simple but delicious, the prices are quite low for Copenhague and the company is well appreciated. Important to say.... he speaks fluently english, french and dannish and probably other languages as well.","50"
"Jessica H","We went to Banana Joe's based off of reviews on trip advisor! My mom is visiting Copenhagen for the week and we wanted the best food! When we arrived, Joe talked to us for so long about where we came from and made us feel so comfortable! We ordered the two special burgers and he said that he would give us free banana milkshakes with them because mom traveled far. Joe knew every person who came into the restaurant and it was incredibly home-y and warm! When he was making us the banana milkshake, the machine broke. He felt so bad that he sent his son across the street to get a new blender! Then brought them to us (see picture attached)! We loved Joe and the burgers were incredible!!!","50"
"Dominika W","We found out about Banana Joe's through tripadvisor after looking for good, affordable food in Copenhagen on a budget. We arrived around 17:00 on a Monday and were his first customers. I write `his' because Banana Joe's is not comparable to any restaurant we had ever visited before. It is one man doing all the work, and the food he delivered was amazing. In this time of overpriced and pretentious burger restaurants, Banana Joe's burgers are a great example of what a hamburger should be like: simple, affordable and most of all delicious. During our dinner we talked a lot with Joe and got to know a lot about him and his restaurant. He showed genuine interest in us and did not just simply treat us as a customer. We will definitely come back and advice everyone who visits Copenhagen to try this place out for themselves.You will come for the food and leave with a new friend.","50"
"bortolia","When we arrived to Banana Joe we first thought it was closed and after a shy try to open the door we could reach a secret paradise. This small restaurant is a real surprise. It might even be one of the best burger I have...More","50"
"manolisjacovides","Don't hesitate to get in. At first it just looks like a random fast food company. Just get in, get a special Banana Joe burger and you will have one of the best quality/price ratio in Copenhagen! The owner is very kind and the burger...More","50"
"MNHoosier","Traveling with my son and daughter in law. We read all the reviews on Banana Joes and decided to give it a try. We all ordered the Banana Joe Special. We watched Joe make the burgers but we had no idea what all the stuff he was putting on them was. It made no matter as when he served them up they were delicious. Joe knew to give us lots of napkins because these burgers were so juicy you could not help but make a mess all over hands. It was a slow night and we were able to talk with Joe about life in Copenhagen and he wanted to know about life in the US. Great burger and great conversation.","50"
"Al A","The place you go to eat and enjoy great burgers. It's very small, but the welcome by Joe and all the personal service and the taste of burgers of course was amazing. Would deffinately recomend! Thank you Joe","50"
"Orfeas K","Meal was very good and felt homemade, the place though small, has a very charming, cozy feel, and Chiheb is a great host! More than worth it.","50"
"Igors L","We tried the special burger with the fries. Wow, this burger is juicy and delicious!   This however is not a surprise, because Joe prepares burgers from scratch on the spot. We saw how Joe was making the patties from fresh ground beef.  There is no other burger place in CPH that would serve so good burgers for this kind of price! Best value in CPH period!","50"
"Martina M","The right place for true burger lovers. I went to Banana Joe with my boyfriend, who lives in Copenhagen and knows the area and some nice places. What can I say, I ate super well, with the company of the legendary Banana Joe! The price is convenient, the place is cozy and, obviously, the food is awesome. Super recommended!","50"
"João C","When you go to Banana Joe,  You’re all set for a treat. Either Luxus, or special Every burger stops your beat.  Not all joints are special, Not all cooks are your friends But if you come to meet Joe He'll fulfill your demands.  It's not just the good sauce, Or the sound of his laugh; Above all it'll be memorable, And it'll make you come back.","50"
"Liam S","I have just finished eating my Joe's special burger and fries and i could not resist leaving a review. It is by far the best meal I have had in Copenhagen so far which was also topped off with fantastic customer service!!! Joe is extremely friendly and made me feel very welcome after finding out I had just moved to Copenhagen. I will be returning very soon Joe (maybe tomorrow!). ***MUST VISIT***","50"
"Anis S","Fresh and tasty ingredients, a bright host who is always willing to keep the place simple, humble and wonderful","50"
"W507CIdenisec","Sorry but the burger is definitely not the ""top 5 burger I've had"" like some others labeled it. I was disappointed especially because it is the 4th restaurant/palace to eat in Copenhagen and I don't think it is. However it is a pleasure seeing that...More","20"
"433gillians","We walked for 2 miles to get to Banana Joe's after reading reviews on Trip Advisor. When we found it we were a little shocked as we had not realised it was basically a take away shop with a few tables! We went in anyway...More","50"
"Will L","Banana Joe is one of the smallest burger joints you will ever attend. With a max capacity of 8 persons and 1 chef (Joe)who has been making burgers on his own for over 3 decades, you know you're in for a treat. The service is fantastic, the affordability is unbeatable and the quality of the burger and chips is amazing.  I am from Australia and have travelled Europe for over 12 months and this would have to be in my top 5 burgers!","50"
"klguid","Stopped in for a meal tonight and it was delicious! The burger and fries are awesome and the owner is extremely nice to visit with. Definitely recommend stopping by if you are in Copenhagen. Will be going back again for sure.","50"
"Alex K","This place is absolutely delicious. Great messy burgers smothered in delicious sauce and accompanied by crisp fries. Banana Joe is a real chiller too. Incredibly friendly and charming; he gave us free push-pops! Also, this is one of the best deals for amount of food and taste in the city. Students get burger, soda and fries for a smooth 60kroners. You won't regret it, you schmuck!","50"
"Chris S","Without a doubt the best burger, if not meal, i've had in CPH. Joe just really knows how to make an amazing home-made burger. Extremely good value too! Joe is super nice, everyone must go here","50"
"louism446","some of the most affordable food in copenhagen but also the best! incredible! Joe is also a great host, do not miss","50"
